name,brand,category,dimensions,description,image_url,galeria_urls,file_2d_url,file_3d_url
Sofá Tipz,Folio A partir de: R$14,Sofá,"264X090X067 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O Sofá Tipz combina linhas retas e proporções equilibradas, criando uma peça sofisticada e atemporal","OSofá Tipzcombina linhas retas e proporções equilibradas, criando uma peça sofisticada e atemporal. Sua estrutura robusta, aliada a estofamento macio e almofadas soltas, proporciona um conforto excepcional, ideal para momentos de relaxamento. Disponível em diferentes combinações de tecidos, o Tipz adapta-se a diversos estilos de decoração, do contemporâneo ao clássico. Os pés metálicos finos e discretos acrescentam leveza ao design, criando um visual clean e moderno.",https://folioliving.com.br/assets/uploads/2022/05/1-96-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2022/05/1-97-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/6-27-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/5-30-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/2-73-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/3-65-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/4-53-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/7-6-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/9-4-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/8-5-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/8795182a-d573-406d-a37f-028b05724715/Sof%C3%A1-Tipz-Folio
Banqueta Luna,Folio A partir de: R$2,Banqueta,"038Øx070 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A banqueta Luna apresenta um design contemporâneo com formas geométricas simples e proporções bem resolvidas","A banqueta Luna apresenta um design contemporâneo com formas geométricas simples e proporções bem resolvidas. Seu assento redondo e estrutura em madeira maciça evocam uma estética orgânica e acolhedora, enquanto a junção metálica visível traz um toque industrial e sofisticado. O apoio para os pés em barra metálica garante estabilidade e conforto ao sentar. Versátil, a Luna funciona bem em bancadas residenciais e espaços de uso coletivo, sempre adicionando personalidade ao ambiente. Está disponível em diferentes acabamentos de madeira e pintura metálica.",https://folioliving.com.br/assets/uploads/2023/02/00-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2023/02/6-9-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/8-2-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/2-21-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/00-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/5-9-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/3-21-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/1-38-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/10-4-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/fdc9ac68-c854-4f16-9dca-f47a0c2481b8/Banqueta-Luna
Mesa de Jantar Mary,Folio A partir de: R$19,Mesa de Jantar,"220X110X075 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa de jantar Mary conta com um design contemporâneo, marcado por linhas retas minimalistas e um desenho leve e preciso","A mesa de jantar Mary conta com um design contemporâneo, marcado por linhas retas minimalistas e um desenho leve e preciso. Seu tampo delgado e de bordas chanfradas confere elegância e sofisticação ao conjunto, enquanto as duas bases centrais em forma de prancha vertical garantem estabilidade estrutural e uma estética depurada. Personalizável em múltiplos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2022/06/2-126.jpg,"[""https://folioliving.com.br/assets/uploads/2022/06/5-59.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/3-114.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/4-94.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/2-127.jpg""]",,https://3dwarehouse.sketchup.com/model/ae722585-b412-4e70-bec3-426996f5025e/Mesa-de-Jantar-Mary
Poltrona Ivy,Folio A partir de: R$9,Poltrona,"088x088x061 *mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A poltrona Ivy é uma peça com uma estética envolvente, pensada para proporcionar conforto absoluto com um toque de sofisticação contemporânea","A poltrona Ivy é uma peça com uma estética envolvente, pensada para proporcionar conforto absoluto com um toque de sofisticação contemporânea. Seu desenho orgânico e acolhedor valoriza formas arredondadas e proporções amplas, criando uma sensação de suavidade visual e física. Disponível em modo giratório, normal e em dois tamanhos com múltiplos acabamentos.",https://folioliving.com.br/assets/uploads/2022/06/3-117.jpg,"[""https://folioliving.com.br/assets/uploads/2022/06/8-14.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/2-130.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/5-61.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/4-96.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/9-10.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/7-20.jpg""]",,https://3dwarehouse.sketchup.com/model/2d6c75cb-0688-40a4-935c-31bd717dbf96/Poltrona-Ivy-Folio
Mesa de Jantar Moon Orgânica,Folio A partir de: R$30,Mesa de Jantar,"170x155x135x076 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa de jantar Moon conta com um design contemporâneo, marcado por linhas suaves e proporções esculturais","A mesa de jantar Moon conta com um design contemporâneo, marcado por linhas suaves e proporções esculturais. Seu tampo de contorno orgânico se apoia sobre uma base cônica imponente, criando um contraste entre forma fluida e estrutura sólida. O desenho assimétrico do tampo promove uma atmosfera mais descontraída e dinâmica, favorecendo a interação entre os usuários. Personalizável em diversos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2023/02/12-2-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2023/02/13-2-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/14-2-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/10-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/3-22-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/7-3-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/8-3-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/2-22-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/11-1-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/81689f1b-c523-4337-ba73-caae316295e7/Mesa-de-Jantar-Moon-Organica
Mesa de Jantar Moon Oval,Folio A partir de: R$30,Mesa de Jantar,"220x110x076 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa de jantar Moon apresenta um design contemporâneo, com linhas suaves e proporções equilibradas","A mesa de jantar Moon apresenta um design contemporâneo, com linhas suaves e proporções equilibradas. Seu tampo oval, de bordas delicadamente arredondadas, repousa sobre uma base cônica em formato escultural, proporcionando um visual fluido e sofisticado. O contraste entre o tampo em madeira clara e a base em acabamento cimentício reforça sua presença estética e materialidade tátil. Disponível em diferentes tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2023/02/3-28.jpg,"[""https://folioliving.com.br/assets/uploads/2023/02/8-8-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/5-14.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/4-24.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/7-8.jpg""]",,https://3dwarehouse.sketchup.com/model/dec17b53-6532-43b0-bdfe-3ede21d0c1ba/Mesa-de-Jantar-Moon-Oval
Poltrona Etah,Folio A partir de: R$7,Poltrona,"075X070X071X065 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A poltrona Etah une conforto envolvente a uma estética elegante, marcada por formas orgânicas e proporções bem equilibradas","A poltrona Etah une conforto envolvente a uma estética elegante, marcada por formas orgânicas e proporções bem equilibradas. Seu encosto curvo e contínuo envolve o assento com suavidade, criando uma concha acolhedora que convida ao relaxamento. A estrutura metálica delicada sustenta a poltrona com leveza, valorizando a silhueta fluida do estofado. Os pés esguios conferem um ar contemporâneo e leve ao conjunto, enquanto as opções de revestimento — permitem adaptações para diferentes atmosferas, do residencial ao corporativo. Disponível em tamanho único com múltiplos acabamentos.",https://folioliving.com.br/assets/uploads/2022/06/15-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2022/06/9-6-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/14-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/50-scaled.png"", ""https://folioliving.com.br/assets/uploads/2022/06/51-scaled.png"", ""https://folioliving.com.br/assets/uploads/2022/06/16-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/17-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/12-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/2-115-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/10-4-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/13-1-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/23df46b2-9d48-4395-a14b-354a98724677/Poltrona-Etah
Cadeira Legiti Perfurada,Flipê Arquitetura + Nati Minas & Studio A partir de: R$8,Cadeira,"050X050X070 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A cadeira Legiti Perfurada traz uma leitura contemporânea marcada por linhas retas e minimalismo gráfico","A cadeira Legiti Perfurada traz uma leitura contemporânea marcada por linhas retas e minimalismo gráfico. Sua estrutura leve em aço forma uma base geométrica e elegante, enquanto o encosto e o assento em chapa perfurada conferem leveza visual e identidade industrial à peça. É uma peça versátil, ideal para ambientes internos ou externos cobertos, adaptando-se a diferentes usos e composições. Disponível em múltiplos acabamentos.",https://folioliving.com.br/assets/uploads/2023/02/1-41-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2023/02/8-5-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/7-5-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/14-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/15-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/3-24-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/9-4-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/5-11-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/6-11-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/10-5-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/11-2-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/12-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/13-1-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/47998c20-ad49-42f5-addc-9624917d8571/Cadeira-Legiti
Mesa Lateral Moon,Folio A partir de: R$8,Mesa Lateral,"060ØX060 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa lateral Moon apresenta um design contemporâneo, marcado por formas suaves e minimalistas","A mesa lateral Moon apresenta um design contemporâneo, marcado por formas suaves e minimalistas. Seu tampo, disponível em versões orgânica e circular, confere fluidez e movimento ao visual, enquanto a base cônica traz estabilidade e um toque escultural à peça. Fabricada em madeira, a Moon combina funcionalidade com estética sofisticada, podendo ser utilizada ao lado de sofás, poltronas ou como apoio em diversos ambientes. A versatilidade de suas formas e tamanhos permite composições únicas, tanto em espaços residenciais quanto corporativos. A mesa é personalizável em diferentes tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2022/06/10-8-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2022/06/9-9.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/2-120.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/1-188.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/8-11.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/4-90.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/5-55.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/11-4-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/223c8335-ea85-4d20-ac9e-de0340d1190b/Mesa-Lateral-Moon-Org%C3%A2nica
Cadeira Legiti Lisa,Flipê Arquitetura + Nati Minas & Studio A partir de: R$5,Cadeira,"050x050x070 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A cadeira Legiti Lisa combina minimalismo e funcionalidade com uma estética refinada e contemporânea","A cadeira Legiti Lisa combina minimalismo e funcionalidade com uma estética refinada e contemporânea. Composta por linhas retas e uma estrutura leve em aço, apresenta assento e encosto curvos em chapa contínua, conferindo conforto sem abrir mão da elegância. A geometria sutil da concha, com curvatura única e acabamento liso, garante apoio ergonômico e visual leve. A estrutura metálica fina e o desenho limpo permitem que a Legiti Lisa se integre a diferentes ambientes — de residências a espaços corporativos e comerciais. Está disponível em diversas cores e acabamentos, ampliando as possibilidades de personalização.",https://folioliving.com.br/assets/uploads/2023/02/1-43-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2023/02/1-44-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/2-26-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/7-6-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/02/4-22-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/47998c20-ad49-42f5-addc-9624917d8571/Cadeira-Legiti
Poltrona Due,Folio A partir de: R$10,Poltrona,"086X085X079X076 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A poltrona Due apresenta um design contemporâneo de linhas suaves e proporções equilibradas, ideal para compor ambientes elegantes e acolhedores","A poltrona Due apresenta um design contemporâneo de linhas suaves e proporções equilibradas, ideal para compor ambientes elegantes e acolhedores. Com encosto e braços integrados em uma única estrutura curva, a peça oferece um abraço visual que convida ao relaxamento. O assento é amplo e generosamente estofado, proporcionando conforto prolongado, enquanto a base metálica de perfil esguio garante leveza visual e estabilidade estrutural. Disponível em dois tamanhos e múltiplos acabamentos.",https://folioliving.com.br/assets/uploads/2022/06/9-12-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2022/06/3-116.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/2-129.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/4-95.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/7-19.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/5-60.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/6-62.jpg""]",,https://3dwarehouse.sketchup.com/collection/4e70d2cf-c596-42c4-bd35-4b9559a94996/Poltronas
Banqueta Legiti Perfurada,Flipê Arquitetura + Nati Minas & Studio A partir de: R$4,Banqueta,"046X050X090 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A banqueta Legiti Perfurada conta com um design contemporâneo, marcado por linhas retas minimalistas","A banqueta Legiti Perfurada conta com um design contemporâneo, marcado por linhas retas minimalistas. Possui assento e encosto em tela metálica perfurada, que garantem leveza visual e estrutura firme. As almofadas estofadas, aplicadas de forma precisa ao encosto e ao assento, proporcionam conforto sem comprometer o traço limpo da peça. Sua estrutura metálica esguia e o apoio para os pés completam a funcionalidade da banqueta, tornando-a ideal para bancadas e cozinhas gourmet. Com estilo industrial refinado, a Legiti Perfurada une praticidade, ergonomia e estética moderna. Personalizável em diversos acabamentos e cores.",https://folioliving.com.br/assets/uploads/2023/06/1-122-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2023/06/4-44-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/3-45-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/1-123-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/06/2-48-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/5b492339-6b63-42f4-a498-a563a8708b49/Banqueta-Legiti-Folio
Mesa Bar Irish,Folio A partir de: R$7,Mesa,"066ØX100 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa bar Irish conta com um design contemporâneo, marcado por linhas retas minimalistas","A mesa bar Irish conta com um design contemporâneo, marcado por linhas retas minimalistas. Possui tampo redondo de bordas suavemente chanfradas, que adiciona sofisticação ao conjunto. Sua estrutura tubular metálica é leve e resistente, com base em formato orgânico que garante estabilidade. Um detalhe marcante da Irish é o gancho funcional acoplado à haste central, ideal para pendurar bolsas ou acessórios, tornando-a perfeita para bares, cafés e ambientes sociais. Compacta e versátil, a mesa Irish adapta-se com facilidade a diferentes espaços e necessidades, unindo praticidade com elegância atemporal. Personalizável em diversos acabamentos e tamanhos.",https://folioliving.com.br/assets/uploads/2022/06/mesa-bar-irish-1.jpg,"[""https://folioliving.com.br/assets/uploads/2022/06/mesa-bar-irish-2.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/mesa-bar-irish-6.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/mesa-bar-irish-7.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/mesa-bar-irish-4.jpg""]",,https://3dwarehouse.sketchup.com/model/a8394d5b-21e1-477e-8064-ecca069695e4/Mesa-de-Bar-Irish
Aparador Matita,Folio A partir de: R$16,Aparador,"160X040X075 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O aparador Matita conta com um design contemporâneo, marcado por linhas retas minimalistas","O aparador Matita conta com um design contemporâneo, marcado por linhas retas minimalistas. Sua estrutura é composta por base metálica com pés em formato de “Y” invertido, proporcionando estabilidade e um visual leve. O tampo tem bordas levemente arredondadas e espessura fina.. Com proporções equilibradas e acabamento elegante, ele combina funcionalidade com elegância atemporal, podendo ser utilizado em diversos ambientes como halls, salas de jantar ou escritórios. Personalizável em diversos acabamentos e cores.",https://folioliving.com.br/assets/uploads/2022/05/1-98.jpg,"[""https://folioliving.com.br/assets/uploads/2022/05/2-74.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/5-31.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/4-54.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/3-66.jpg""]",https://www.dropbox.com/scl/fi/i6969n04armneyvsnyzfr/Aparador_MATITA_des_2D_Folio.jpg?rlkey=ykq9ynnjf99z9w2cq52c6ttth&dl=0,https://3dwarehouse.sketchup.com/model/2d394040-49fc-4846-92d8-34c7e4631a41/Aparador-Matita
Mesa Bar Key,Folio A partir de: R$8,Mesa,"055ØX100 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa bar Key conta com um design contemporâneo, marcado por linhas retas minimalistas","A mesa bar Key conta com um design contemporâneo, marcado por linhas retas minimalistas. Seu tampo redondo e fino transmite leveza visual, enquanto sua base robusta em concreto aparente garante estabilidade e um contraste interessante entre os materiais. A haste central metálica conecta as partes com elegância, reforçando o equilíbrio entre solidez e sutileza. Ideal para áreas internas ou externas cobertas, a Key é versátil e funcional, sendo perfeita para momentos de pausa, cafés rápidos ou espaços colaborativos. Com visual atemporal, adapta-se com facilidade a diferentes estilos de ambiente e pode ser personalizada em variados acabamentos.",https://folioliving.com.br/assets/uploads/2022/06/1-180.jpg,"[""https://folioliving.com.br/assets/uploads/2022/06/11-3-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/12-2-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/10-5.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/5-53.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/4-87.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/7-14.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/9-8.jpg"", ""https://folioliving.com.br/assets/uploads/2022/06/1-181.jpg""]",,https://3dwarehouse.sketchup.com/model/0aff4d0d-0c1e-45dd-8bff-113a8d1174b0/Mesa-Bar-Key
Espelho Cadere,Folio A partir de: R$4,Espelho,"080X040 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O espelho Cadere conta com um design contemporâneo, marcado por linhas suaves e minimalistas","O espelho Cadere conta com um design contemporâneo, marcado por linhas suaves e minimalistas. Sua forma orgânica foge do tradicional, proporcionando leveza visual e um toque moderno aos ambientes. A moldura sutil em acabamento metálico envolve o espelho com elegância, criando um contorno fluido que se destaca pela simplicidade.. Pode ser utilizado em halls, quartos, lavabos ou composições decorativas em salas de estar. O Cadere une funcionalidade com elegância atemporal e se adapta com facilidade a diferentes estilos de decoração. Personalizável em diversos acabamentos.",https://folioliving.com.br/assets/uploads/2022/05/1-101.jpg,"[""https://folioliving.com.br/assets/uploads/2022/05/3-70-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/4-55-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/2-76.jpg"", ""https://folioliving.com.br/assets/uploads/2022/05/1-102.jpg""]",,https://3dwarehouse.sketchup.com/model/4769b5de-cffe-4b43-894c-20ec37e61882/Espelho-Cadere
Espelho York Orgânico,Folio A partir de: R$4,Espelho,"100X070 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O espelho York Orgânico conta com um design contemporâneo, marcado por linhas suaves e formas assimétricas","O espelho York Orgânico conta com um design contemporâneo, marcado por linhas suaves e formas assimétricas. Seu contorno orgânico traz movimento e fluidez, criando uma peça de destaque com leveza visual. Sem moldura visível, ele aposta em um design limpo e sofisticado, ideal para quem busca composições modernas e minimalistas. Pode ser utilizado em diferentes ambientes como salas, halls, quartos ou lavabos, funcionando tanto como elemento decorativo quanto funcional. O York Orgânico se adapta com facilidade a diversos estilos de interiores, unindo versatilidade com elegância atemporal. Disponível em múltiplos tamanhos e acabamentos personalizáveis.",https://folioliving.com.br/assets/uploads/2022/05/1-104.jpg,"[""https://folioliving.com.br/assets/uploads/2022/05/2-78.jpg""]",,https://3dwarehouse.sketchup.com/model/365d0eb2-adbc-48d7-af4b-8f80c1b86595/Espelho-York
Puff Amici,Folio A partir de: R$2,Puff,"038Øx047 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O puff Amici conta com um design contemporâneo, marcado por linhas minimalistas","O puff Amici conta com um design contemporâneo, marcado por linhas minimalistas. Seu assento é redondo, estofado e generosamente acolchoado, proporcionando um excelente nível de conforto. Revestido em couro natural ou tecido, o assento exibe costuras marcadas em formato de cruz, que agregam textura e sofisticação à peça. A estrutura metálica com base circular e hastes inclinadas garante leveza visual e estabilidade. Compacto e versátil, o Amici é ideal para compor áreas de estar, quartos ou ambientes corporativos, funcionando tanto como assento extra quanto como peça decorativa. Personalizável em diversos acabamentos.",https://folioliving.com.br/assets/uploads/2024/09/1-10-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2024/09/6-3-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/09/4-5-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/09/1-11-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/09/7-5-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/09/5-5-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2024/09/3-5-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/a4b63f45-e47f-4fd0-a3ac-d63fea2d5542/Puff-Amici-Folio
Buffet Virtu Suspenso,Folio A partir de: R$21,Buffet,"180X042X040 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O buffet Virtu Suspenso conta com um design contemporâneo, marcado por linhas retas minimalistas","O buffet Virtu Suspenso conta com um design contemporâneo, marcado por linhas retas minimalistas. Com instalação suspensa, ele proporciona leveza visual ao ambiente e otimiza o aproveitamento do espaço. Suas portas lisas sem puxadores reforçam a estética limpa, enquanto o acabamento amadeirado realça a elegância natural da peça. Internamente, o Virtu Suspenso oferece prateleiras que ampliam sua funcionalidade, sendo ideal para armazenar utensílios, louças ou objetos diversos. Sua proposta une organização, praticidade e sofisticação atemporal. Personalizável em diversos acabamentos e cores.",https://folioliving.com.br/assets/uploads/2022/05/1-106.jpg,"[""https://folioliving.com.br/assets/uploads/2022/05/3-67.jpg""]",,https://3dwarehouse.sketchup.com/model/888dae34-3aaf-4607-b9b2-714fe9c192e4/Buffet-Suspenso-Virtu
Poltrona Spin,Folio A partir de: R$8,Poltrona,"087x085x062 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A poltrona Spin Giratória conta com um design contemporâneo, marcado por formas curvas e minimalistas","A poltrona Spin Giratória conta com um design contemporâneo, marcado por formas curvas e minimalistas. Seu assento amplo, redondo e generosamente estofado proporciona excelente conforto, enquanto o encosto levemente envolvente e os braços integrados criam uma silhueta acolhedora. A base giratória permite maior funcionalidade e dinamismo no uso, ideal para ambientes sociais ou de descanso. As almofadas soltas agregam volume e suavidade ao conjunto, reforçando sua proposta ergonômica. Personalizável em diversos tecidos e cores, a Spin adapta-se com facilidade a diferentes estilos de interiores, unindo versatilidade e sofisticação atemporal.",https://folioliving.com.br/assets/uploads/2023/04/7-2-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2023/04/6-9-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2023/04/3-14.jpg"", ""https://folioliving.com.br/assets/uploads/2023/04/5-10.jpg"", ""https://folioliving.com.br/assets/uploads/2023/04/2-15.jpg""]",,https://3dwarehouse.sketchup.com/model/d64bf55d-b032-4703-b09b-dbd541e77a07/Poltrona-Spin
